timestamp,route_name,origin,destination,route_index,distance_km,duration_min,avg_speed_kmh,congestion,hour,weekday
2026-05-27T13:00:04.531146,Route_B,Dum Dum Kolkata,Sector V Kolkata,1,13.03,22.6,34.59,40,13,2
2026-05-27T13:00:04.531146,Route_B,Dum Dum Kolkata,Sector V Kolkata,2,12.74,22.34,34.23,40,13,2
2026-05-27T13:00:05.939015,Route_C,Howrah Station,Esplanade Kolkata,0,5.31,11.01,28.95,40,13,2
2026-05-27T13:00:05.939015,Route_C,Howrah Station,Esplanade Kolkata,1,5.69,11.6,29.44,40,13,2
2026-05-27T13:00:05.939015,Route_C,Howrah Station,Esplanade Kolkata,2,6.05,11.87,30.56,40,13,2
2026-05-27T13:00:07.754273,Route_D,Sealdah Station,Park Street Kolkata,0,3.63,6.1,35.68,40,13,2
2026-05-27T13:00:07.754273,Route_D,Sealdah Station,Park Street Kolkata,1,3.54,6.88,30.87,40,13,2
2026-05-27T13:00:07.754273,Route_D,Sealdah Station,Park Street Kolkata,2,3.49,6.88,30.39,40,13,2
2026-05-27T13:00:10.014273,Route_E,Garia Kolkata,Ruby Hospital Kolkata,0,5.55,9.01,36.95,40,13,2
2026-05-27T13:00:10.014273,Route_E,Garia Kolkata,Ruby Hospital Kolkata,1,4.94,9.02,32.87,40,13,2
2026-05-27T13:00:10.014273,Route_E,Garia Kolkata,Ruby Hospital Kolkata,2,4.96,9.15,32.55,40,13,2
2026-05-27T13:05:02.142207,Route_A,Madhyamgram,New Town Kolkata,0,25.87,38.52,40.29,20,13,2
2026-05-27T13:05:02.142207,Route_A,Madhyamgram,New Town Kolkata,1,32.27,38.77,49.94,20,13,2
2026-05-27T13:05:02.142207,Route_A,Madhyamgram,New Town Kolkata,2,32.3,38.87,49.86,20,13,2
2026-05-27T13:05:04.710340,Route_B,Dum Dum Kolkata,Sector V Kolkata,0,13.37,20.94,38.32,40,13,2
2026-05-27T13:05:04.710340,Route_B,Dum Dum Kolkata,Sector V Kolkata,1,13.03,22.6,34.59,40,13,2
2026-05-27T13:05:04.710340,Route_B,Dum Dum Kolkata,Sector V Kolkata,2,12.74,22.34,34.23,40,13,2
2026-05-27T13:05:06.103355,Route_C,Howrah Station,Esplanade Kolkata,0,5.31,11.01,28.95,40,13,2
2026-05-27T13:05:06.103355,Route_C,Howrah Station,Esplanade Kolkata,1,5.69,11.6,29.44,40,13,2
2026-05-27T13:05:06.103355,Route_C,Howrah Station,Esplanade Kolkata,2,6.05,11.87,30.56,40,13,2
2026-05-27T13:05:07.467204,Route_D,Sealdah Station,Park Street Kolkata,0,3.63,6.1,35.68,40,13,2
2026-05-27T13:05:07.467204,Route_D,Sealdah Station,Park Street Kolkata,1,3.54,6.88,30.87,40,13,2
2026-05-27T13:05:07.467204,Route_D,Sealdah Station,Park Street Kolkata,2,3.49,6.88,30.39,40,13,2
2026-05-27T13:05:08.879021,Route_E,Garia Kolkata,Ruby Hospital Kolkata,0,5.55,9.01,36.95,40,13,2
2026-05-27T13:05:08.879021,Route_E,Garia Kolkata,Ruby Hospital Kolkata,1,4.94,9.02,32.87,40,13,2
2026-05-27T13:05:08.879021,Route_E,Garia Kolkata,Ruby Hospital Kolkata,2,4.96,9.15,32.55,40,13,2
2026-05-27T13:10:04.782496,Route_A,Madhyamgram,New Town Kolkata,0,25.87,38.52,40.29,20,13,2
2026-05-27T13:10:04.782496,Route_A,Madhyamgram,New Town Kolkata,1,32.27,38.77,49.94,20,13,2
2026-05-27T13:10:04.782496,Route_A,Madhyamgram,New Town Kolkata,2,32.3,38.87,49.86,20,13,2
2026-05-27T13:10:07.064391,Route_B,Dum Dum Kolkata,Sector V Kolkata,0,13.37,20.94,38.32,40,13,2
2026-05-27T13:10:07.064391,Route_B,Dum Dum Kolkata,Sector V Kolkata,1,13.03,22.6,34.59,40,13,2
2026-05-27T13:10:07.064391,Route_B,Dum Dum Kolkata,Sector V Kolkata,2,12.74,22.34,34.23,40,13,2
2026-05-27T13:10:08.434268,Route_C,Howrah Station,Esplanade Kolkata,0,5.31,11.01,28.95,40,13,2
2026-05-27T13:10:08.434268,Route_C,Howrah Station,Esplanade Kolkata,1,5.69,11.6,29.44,40,13,2
2026-05-27T13:10:08.434268,Route_C,Howrah Station,Esplanade Kolkata,2,6.05,11.87,30.56,40,13,2
2026-05-27T13:10:09.775103,Route_D,Sealdah Station,Park Street Kolkata,0,3.63,6.1,35.68,40,13,2
2026-05-27T13:10:09.775103,Route_D,Sealdah Station,Park Street Kolkata,1,3.54,6.88,30.87,40,13,2
2026-05-27T13:10:09.775103,Route_D,Sealdah Station,Park Street Kolkata,2,3.49,6.88,30.39,40,13,2
2026-05-27T13:10:11.191822,Route_E,Garia Kolkata,Ruby Hospital Kolkata,0,5.55,9.01,36.95,40,13,2
2026-05-27T13:10:11.191822,Route_E,Garia Kolkata,Ruby Hospital Kolkata,1,4.94,9.02,32.87,40,13,2
2026-05-27T13:10:11.191822,Route_E,Garia Kolkata,Ruby Hospital Kolkata,2,4.96,9.15,32.55,40,13,2
2026-05-27T13:15:02.089790,Route_A,Madhyamgram,New Town Kolkata,0,25.87,38.52,40.29,20,13,2
2026-05-27T13:15:02.089790,Route_A,Madhyamgram,New Town Kolkata,1,32.27,38.77,49.94,20,13,2
2026-05-27T13:15:02.089790,Route_A,Madhyamgram,New Town Kolkata,2,32.3,38.87,49.86,20,13,2
2026-05-27T13:15:07.477380,Route_B,Dum Dum Kolkata,Sector V Kolkata,0,13.37,20.94,38.32,40,13,2
2026-05-27T13:15:07.477380,Route_B,Dum Dum Kolkata,Sector V Kolkata,1,13.03,22.6,34.59,40,13,2
2026-05-27T13:15:07.477380,Route_B,Dum Dum Kolkata,Sector V Kolkata,2,12.74,22.34,34.23,40,13,2
2026-05-27T13:15:10.481038,Route_C,Howrah Station,Esplanade Kolkata,0,5.31,11.01,28.95,40,13,2
2026-05-27T13:15:10.481038,Route_C,Howrah Station,Esplanade Kolkata,1,5.69,11.6,29.44,40,13,2
2026-05-27T13:15:10.481038,Route_C,Howrah Station,Esplanade Kolkata,2,6.05,11.87,30.56,40,13,2
2026-05-27T13:15:15.314764,Route_D,Sealdah Station,Park Street Kolkata,0,3.63,6.1,35.68,40,13,2
2026-05-27T13:15:15.314764,Route_D,Sealdah Station,Park Street Kolkata,1,3.54,6.88,30.87,40,13,2
2026-05-27T13:15:15.314764,Route_D,Sealdah Station,Park Street Kolkata,2,3.49,6.88,30.39,40,13,2
2026-05-27T13:15:16.776654,Route_E,Garia Kolkata,Ruby Hospital Kolkata,0,5.55,9.01,36.95,40,13,2
2026-05-27T13:15:16.776654,Route_E,Garia Kolkata,Ruby Hospital Kolkata,1,4.94,9.02,32.87,40,13,2
2026-05-27T13:15:16.776654,Route_E,Garia Kolkata,Ruby Hospital Kolkata,2,4.96,9.15,32.55,40,13,2
2026-05-27T13:20:03.771757,Route_A,Madhyamgram,New Town Kolkata,0,25.87,38.52,40.29,20,13,2
2026-05-27T13:20:03.771757,Route_A,Madhyamgram,New Town Kolkata,1,32.27,38.77,49.94,20,13,2
2026-05-27T13:20:03.771757,Route_A,Madhyamgram,New Town Kolkata,2,32.3,38.87,49.86,20,13,2
2026-05-27T13:20:07.678559,Route_B,Dum Dum Kolkata,Sector V Kolkata,0,13.37,20.94,38.32,40,13,2
2026-05-27T13:20:07.678559,Route_B,Dum Dum Kolkata,Sector V Kolkata,1,13.03,22.6,34.59,40,13,2
2026-05-27T13:20:07.678559,Route_B,Dum Dum Kolkata,Sector V Kolkata,2,12.74,22.34,34.23,40,13,2
2026-05-27T13:20:17.095578,Route_C,Howrah Station,Esplanade Kolkata,0,5.31,11.01,28.95,40,13,2
2026-05-27T13:20:17.095578,Route_C,Howrah Station,Esplanade Kolkata,1,5.69,11.6,29.44,40,13,2
2026-05-27T13:20:17.095578,Route_C,Howrah Station,Esplanade Kolkata,2,6.05,11.87,30.56,40,13,2
2026-05-27T13:20:18.519590,Route_D,Sealdah Station,Park Street Kolkata,0,3.63,6.1,35.68,40,13,2
2026-05-27T13:20:18.519590,Route_D,Sealdah Station,Park Street Kolkata,1,3.54,6.88,30.87,40,13,2
2026-05-27T13:20:18.519590,Route_D,Sealdah Station,Park Street Kolkata,2,3.49,6.88,30.39,40,13,2
2026-05-27T13:20:20.946427,Route_E,Garia Kolkata,Ruby Hospital Kolkata,0,5.55,9.01,36.95,40,13,2
2026-05-27T13:20:20.946427,Route_E,Garia Kolkata,Ruby Hospital Kolkata,1,4.94,9.02,32.87,40,13,2
2026-05-27T13:20:20.946427,Route_E,Garia Kolkata,Ruby Hospital Kolkata,2,4.96,9.15,32.55,40,13,2
2026-05-27T13:25:02.892886,Route_A,Madhyamgram,New Town Kolkata,0,25.87,38.52,40.29,20,13,2
2026-05-27T13:25:02.892886,Route_A,Madhyamgram,New Town Kolkata,1,32.27,38.77,49.94,20,13,2
2026-05-27T13:25:02.892886,Route_A,Madhyamgram,New Town Kolkata,2,32.3,38.87,49.86,20,13,2
2026-05-27T13:25:05.288770,Route_B,Dum Dum Kolkata,Sector V Kolkata,0,13.37,20.94,38.32,40,13,2
2026-05-27T13:25:05.288770,Route_B,Dum Dum Kolkata,Sector V Kolkata,1,13.03,22.6,34.59,40,13,2
2026-05-27T13:25:05.288770,Route_B,Dum Dum Kolkata,Sector V Kolkata,2,12.74,22.34,34.23,40,13,2
2026-05-27T13:25:07.632672,Route_C,Howrah Station,Esplanade Kolkata,0,5.31,11.01,28.95,40,13,2
2026-05-27T13:25:07.632672,Route_C,Howrah Station,Esplanade Kolkata,1,5.69,11.6,29.44,40,13,2
2026-05-27T13:25:07.632672,Route_C,Howrah Station,Esplanade Kolkata,2,6.05,11.87,30.56,40,13,2
2026-05-27T13:25:08.987088,Route_D,Sealdah Station,Park Street Kolkata,0,3.63,6.1,35.68,40,13,2
2026-05-27T13:25:08.987088,Route_D,Sealdah Station,Park Street Kolkata,1,3.54,6.88,30.87,40,13,2
2026-05-27T13:25:08.987088,Route_D,Sealdah Station,Park Street Kolkata,2,3.49,6.88,30.39,40,13,2
2026-05-27T13:25:10.373843,Route_E,Garia Kolkata,Ruby Hospital Kolkata,0,5.55,9.01,36.95,40,13,2
2026-05-27T13:25:10.373843,Route_E,Garia Kolkata,Ruby Hospital Kolkata,1,4.94,9.02,32.87,40,13,2
2026-05-27T13:25:10.373843,Route_E,Garia Kolkata,Ruby Hospital Kolkata,2,4.96,9.15,32.55,40,13,2
2026-05-28T19:15:50.373151,Route_A,"22.5448, 88.3426","22.5726, 88.3639",0,5.74,9.99,34.49,40,19,3
2026-05-28T19:15:50.373151,Route_A,"22.5448, 88.3426","22.5726, 88.3639",1,6.41,10.18,37.76,40,19,3
2026-05-28T19:15:50.373151,Route_A,"22.5448, 88.3426","22.5726, 88.3639",2,6.4,10.31,37.23,40,19,3
2026-05-28T19:15:52.045380,Route_B,"22.5185, 88.3657","22.5726, 88.3639",0,8.81,15.12,34.95,40,19,3
2026-05-28T19:15:52.045380,Route_B,"22.5185, 88.3657","22.5726, 88.3639",1,8.82,15.15,34.92,40,19,3
2026-05-28T19:15:52.045380,Route_B,"22.5185, 88.3657","22.5726, 88.3639",2,8.16,15.22,32.16,40,19,3
2026-05-28T19:15:53.450517,Route_C,"22.5603, 88.3962","22.5778, 88.4289",0,4.84,5.99,48.47,20,19,3
2026-05-28T19:15:53.450517,Route_C,"22.5603, 88.3962","22.5778, 88.4289",1,4.86,6.2,47.05,20,19,3
2026-05-28T19:15:53.450517,Route_C,"22.5603, 88.3962","22.5778, 88.4289",2,4.96,6.65,44.75,20,19,3
2026-05-28T19:15:55.948265,Route_D,"22.5827, 88.4653","22.5448, 88.3426",0,16.99,23.76,42.9,20,19,3
2026-05-28T19:15:55.948265,Route_D,"22.5827, 88.4653","22.5448, 88.3426",1,17.55,24.44,43.08,20,19,3
2026-05-28T19:15:55.948265,Route_D,"22.5827, 88.4653","22.5448, 88.3426",2,17.54,24.7,42.6,20,19,3
2026-05-28T19:15:59.005801,Route_E,"22.5497, 88.3629","22.5009, 88.3717",0,7.26,15.06,28.93,40,19,3
2026-05-28T19:15:59.005801,Route_E,"22.5497, 88.3629","22.5009, 88.3717",1,9.02,16.58,32.64,40,19,3
2026-05-28T19:15:59.005801,Route_E,"22.5497, 88.3629","22.5009, 88.3717",2,9.08,16.83,32.38,40,19,3
2026-05-28T19:16:00.558307,Route_F,"22.5730, 88.4332","22.6245, 88.4511",0,11.23,14.06,47.94,20,19,3
2026-05-28T19:16:00.558307,Route_F,"22.5730, 88.4332","22.6245, 88.4511",1,12.2,18.11,40.43,20,19,3
2026-05-28T19:16:00.558307,Route_F,"22.5730, 88.4332","22.6245, 88.4511",2,12.21,18.14,40.39,20,19,3
2026-05-28T19:16:02.339342,Route_G,"22.5138, 88.3482","22.5762, 88.3597",0,8.38,13.95,36.03,40,19,3
2026-05-28T19:16:02.339342,Route_G,"22.5138, 88.3482","22.5762, 88.3597",1,7.91,14.5,32.71,40,19,3
2026-05-28T19:16:02.339342,Route_G,"22.5138, 88.3482","22.5762, 88.3597",2,7.92,14.64,32.46,40,19,3
2026-05-28T19:16:03.811309,Route_H,"22.5584, 88.4098","22.5901, 88.4067",0,4.74,6.68,42.59,20,19,3
2026-05-28T19:16:03.811309,Route_H,"22.5584, 88.4098","22.5901, 88.4067",1,5.22,7.86,39.87,40,19,3
2026-05-28T19:16:03.811309,Route_H,"22.5584, 88.4098","22.5901, 88.4067",2,5.39,8.06,40.13,20,19,3
2026-05-28T19:16:05.250784,Route_I,"22.5868, 88.4171","22.5721, 88.4743",0,7.69,11.7,39.44,40,19,3
2026-05-28T19:16:05.250784,Route_I,"22.5868, 88.4171","22.5721, 88.4743",1,8.5,13.46,37.91,40,19,3
2026-05-28T19:16:05.250784,Route_I,"22.5868, 88.4171","22.5721, 88.4743",2,8.51,13.54,37.68,40,19,3
2026-05-28T19:16:08.016792,Route_J,"22.5319, 88.3723","22.5782, 88.4347",0,10.78,15.91,40.65,20,19,3
2026-05-28T19:16:08.016792,Route_J,"22.5319, 88.3723","22.5782, 88.4347",1,11.56,16.45,42.17,20,19,3
2026-05-28T19:16:08.016792,Route_J,"22.5319, 88.3723","22.5782, 88.4347",2,11.62,16.46,42.36,20,19,3
2026-05-28T19:20:50.676738,Route_A,"22.5448, 88.3426","22.5726, 88.3639",0,5.74,9.99,34.49,40,19,3
2026-05-28T19:20:50.676738,Route_A,"22.5448, 88.3426","22.5726, 88.3639",1,6.41,10.18,37.76,40,19,3
2026-05-28T19:20:50.676738,Route_A,"22.5448, 88.3426","22.5726, 88.3639",2,6.4,10.31,37.23,40,19,3
2026-05-28T19:20:52.594997,Route_B,"22.5185, 88.3657","22.5726, 88.3639",0,8.81,15.12,34.95,40,19,3
2026-05-28T19:20:52.594997,Route_B,"22.5185, 88.3657","22.5726, 88.3639",1,8.82,15.15,34.92,40,19,3
2026-05-28T19:20:52.594997,Route_B,"22.5185, 88.3657","22.5726, 88.3639",2,8.16,15.22,32.16,40,19,3
2026-05-28T19:20:54.546938,Route_C,"22.5603, 88.3962","22.5778, 88.4289",0,4.84,5.99,48.47,20,19,3
2026-05-28T19:20:54.546938,Route_C,"22.5603, 88.3962","22.5778, 88.4289",1,4.86,6.2,47.05,20,19,3
2026-05-28T19:20:54.546938,Route_C,"22.5603, 88.3962","22.5778, 88.4289",2,4.96,6.65,44.75,20,19,3
2026-05-28T19:20:57.098280,Route_D,"22.5827, 88.4653","22.5448, 88.3426",0,16.99,23.76,42.9,20,19,3
2026-05-28T19:20:57.098280,Route_D,"22.5827, 88.4653","22.5448, 88.3426",1,17.55,24.44,43.08,20,19,3
2026-05-28T19:20:57.098280,Route_D,"22.5827, 88.4653","22.5448, 88.3426",2,17.54,24.7,42.6,20,19,3
2026-05-28T19:20:59.244506,Route_E,"22.5497, 88.3629","22.5009, 88.3717",0,7.26,15.06,28.93,40,19,3
2026-05-28T19:20:59.244506,Route_E,"22.5497, 88.3629","22.5009, 88.3717",1,9.02,16.58,32.64,40,19,3
2026-05-28T19:20:59.244506,Route_E,"22.5497, 88.3629","22.5009, 88.3717",2,9.08,16.83,32.38,40,19,3
2026-05-28T19:21:00.895274,Route_F,"22.5730, 88.4332","22.6245, 88.4511",0,11.23,14.06,47.94,20,19,3
2026-05-28T19:21:00.895274,Route_F,"22.5730, 88.4332","22.6245, 88.4511",1,12.2,18.11,40.43,20,19,3
2026-05-28T19:21:00.895274,Route_F,"22.5730, 88.4332","22.6245, 88.4511",2,12.21,18.14,40.39,20,19,3
2026-05-28T19:21:02.631915,Route_G,"22.5138, 88.3482","22.5762, 88.3597",0,8.38,13.95,36.03,40,19,3
2026-05-28T19:21:02.631915,Route_G,"22.5138, 88.3482","22.5762, 88.3597",1,7.91,14.5,32.71,40,19,3
2026-05-28T19:21:02.631915,Route_G,"22.5138, 88.3482","22.5762, 88.3597",2,7.92,14.64,32.46,40,19,3
2026-05-28T19:21:04.083065,Route_H,"22.5584, 88.4098","22.5901, 88.4067",0,4.74,6.68,42.59,20,19,3
2026-05-28T19:21:04.083065,Route_H,"22.5584, 88.4098","22.5901, 88.4067",1,5.22,7.86,39.87,40,19,3
2026-05-28T19:21:04.083065,Route_H,"22.5584, 88.4098","22.5901, 88.4067",2,5.39,8.06,40.13,20,19,3
2026-05-28T19:21:05.794384,Route_I,"22.5868, 88.4171","22.5721, 88.4743",0,7.69,11.7,39.44,40,19,3
2026-05-28T19:21:05.794384,Route_I,"22.5868, 88.4171","22.5721, 88.4743",1,8.5,13.46,37.91,40,19,3
2026-05-28T19:21:05.794384,Route_I,"22.5868, 88.4171","22.5721, 88.4743",2,8.51,13.54,37.68,40,19,3
2026-05-28T19:21:07.921409,Route_J,"22.5319, 88.3723","22.5782, 88.4347",0,10.78,15.91,40.65,20,19,3
2026-05-28T19:21:07.921409,Route_J,"22.5319, 88.3723","22.5782, 88.4347",1,11.56,16.45,42.17,20,19,3
2026-05-28T19:21:07.921409,Route_J,"22.5319, 88.3723","22.5782, 88.4347",2,11.62,16.46,42.36,20,19,3
2026-05-28T19:27:38.316018,Route_A,"22.5448, 88.3426","22.5726, 88.3639",0,5.74,9.99,34.49,40,19,3
2026-05-28T19:27:38.316018,Route_A,"22.5448, 88.3426","22.5726, 88.3639",1,6.41,10.18,37.76,40,19,3
2026-05-28T19:27:38.316018,Route_A,"22.5448, 88.3426","22.5726, 88.3639",2,6.4,10.31,37.23,40,19,3
2026-05-28T19:27:39.996299,Route_B,"22.5185, 88.3657","22.5726, 88.3639",0,8.81,15.12,34.95,40,19,3
2026-05-28T19:27:39.996299,Route_B,"22.5185, 88.3657","22.5726, 88.3639",1,8.82,15.15,34.92,40,19,3
2026-05-28T19:27:39.996299,Route_B,"22.5185, 88.3657","22.5726, 88.3639",2,8.16,15.22,32.16,40,19,3
2026-05-28T19:27:41.609380,Route_C,"22.5603, 88.3962","22.5778, 88.4289",0,4.84,5.99,48.47,20,19,3
2026-05-28T19:27:41.609380,Route_C,"22.5603, 88.3962","22.5778, 88.4289",1,4.86,6.2,47.05,20,19,3
2026-05-28T19:27:41.609380,Route_C,"22.5603, 88.3962","22.5778, 88.4289",2,4.96,6.65,44.75,20,19,3
2026-05-28T19:27:44.250971,Route_D,"22.5827, 88.4653","22.5448, 88.3426",0,16.99,23.76,42.9,20,19,3
2026-05-28T19:27:44.250971,Route_D,"22.5827, 88.4653","22.5448, 88.3426",1,17.55,24.44,43.08,20,19,3
2026-05-28T19:27:44.250971,Route_D,"22.5827, 88.4653","22.5448, 88.3426",2,17.54,24.7,42.6,20,19,3
2026-05-28T19:27:46.320567,Route_E,"22.5497, 88.3629","22.5009, 88.3717",0,7.26,15.06,28.93,40,19,3
2026-05-28T19:27:46.320567,Route_E,"22.5497, 88.3629","22.5009, 88.3717",1,9.02,16.58,32.64,40,19,3
2026-05-28T19:27:46.320567,Route_E,"22.5497, 88.3629","22.5009, 88.3717",2,9.08,16.83,32.38,40,19,3
2026-05-28T19:27:48.014235,Route_F,"22.5730, 88.4332","22.6245, 88.4511",0,11.23,14.06,47.94,20,19,3
2026-05-28T19:27:48.014235,Route_F,"22.5730, 88.4332","22.6245, 88.4511",1,12.2,18.11,40.43,20,19,3
2026-05-28T19:27:48.014235,Route_F,"22.5730, 88.4332","22.6245, 88.4511",2,12.21,18.14,40.39,20,19,3
2026-05-28T19:27:49.904004,Route_G,"22.5138, 88.3482","22.5762, 88.3597",0,8.38,13.95,36.03,40,19,3
2026-05-28T19:27:49.904004,Route_G,"22.5138, 88.3482","22.5762, 88.3597",1,7.91,14.5,32.71,40,19,3
2026-05-28T19:27:49.904004,Route_G,"22.5138, 88.3482","22.5762, 88.3597",2,7.92,14.64,32.46,40,19,3
2026-05-28T19:27:51.619460,Route_H,"22.5584, 88.4098","22.5901, 88.4067",0,4.74,6.68,42.59,20,19,3
2026-05-28T19:27:51.619460,Route_H,"22.5584, 88.4098","22.5901, 88.4067",1,5.22,7.86,39.87,40,19,3
2026-05-28T19:27:51.619460,Route_H,"22.5584, 88.4098","22.5901, 88.4067",2,5.39,8.06,40.13,20,19,3
2026-05-28T19:27:53.514423,Route_I,"22.5868, 88.4171","22.5721, 88.4743",0,7.69,11.7,39.44,40,19,3
2026-05-28T19:27:53.514423,Route_I,"22.5868, 88.4171","22.5721, 88.4743",1,8.5,13.46,37.91,40,19,3
2026-05-28T19:27:53.514423,Route_I,"22.5868, 88.4171","22.5721, 88.4743",2,8.51,13.54,37.68,40,19,3
2026-05-28T19:27:56.965004,Route_J,"22.5319, 88.3723","22.5782, 88.4347",0,10.78,15.91,40.65,20,19,3
2026-05-28T19:27:56.965004,Route_J,"22.5319, 88.3723","22.5782, 88.4347",1,11.56,16.45,42.17,20,19,3
2026-05-28T19:27:56.965004,Route_J,"22.5319, 88.3723","22.5782, 88.4347",2,11.62,16.46,42.36,20,19,3
2026-05-28T19:32:37.965716,Route_A,"22.5448, 88.3426","22.5726, 88.3639",0,5.74,9.99,34.49,40,19,3
2026-05-28T19:32:37.965716,Route_A,"22.5448, 88.3426","22.5726, 88.3639",1,6.41,10.18,37.76,40,19,3
2026-05-28T19:32:37.965716,Route_A,"22.5448, 88.3426","22.5726, 88.3639",2,6.4,10.31,37.23,40,19,3
2026-05-28T19:32:39.791946,Route_B,"22.5185, 88.3657","22.5726, 88.3639",0,8.81,15.12,34.95,40,19,3
2026-05-28T19:32:39.791946,Route_B,"22.5185, 88.3657","22.5726, 88.3639",1,8.82,15.15,34.92,40,19,3
2026-05-28T19:32:39.791946,Route_B,"22.5185, 88.3657","22.5726, 88.3639",2,8.16,15.22,32.16,40,19,3
2026-05-28T19:32:41.825211,Route_C,"22.5603, 88.3962","22.5778, 88.4289",0,4.84,5.99,48.47,20,19,3
